state,county,seg,conf,date,value,headline
Alabama,Alabama,Grocery & pharmacy,1,2020-03-02,4.448,-18.0
Alabama,Alabama,Grocery & pharmacy,1,2020-03-03,14.588,-18.0
Alabama,Alabama,Grocery & pharmacy,1,2020-03-04,0.147,-18.0
Alabama,Alabama,Grocery & pharmacy,1,2020-03-05,6.2,-18.0
Alabama,Alabama,Grocery & pharmacy,1,2020-03-06,4.078,-18.0
Alabama,Alabama,Grocery & pharmacy,1,2020-03-07,7.847,-18.0
Alabama,Alabama,Grocery & pharmacy,1,2020-03-08,7.907999999999999,-18.0
Alabama,Alabama,Grocery & pharmacy,1,2020-03-09,8.392999999999999,-18.0
Alabama,Alabama,Grocery & pharmacy,1,2020-03-10,7.888,-18.0
Alabama,Alabama,Grocery & pharmacy,1,2020-03-11,7.912000000000001,-18.0
Alabama,Alabama,Grocery & pharmacy,1,2020-03-12,21.579,-18.0
Alabama,Alabama,Grocery & pharmacy,1,2020-03-13,31.833,-18.0
Alabama,Alabama,Grocery & pharmacy,1,2020-03-14,27.746,-18.0
Alabama,Alabama,Grocery & pharmacy,1,2020-03-15,16.394000000000002,-18.0
Alabama,Alabama,Grocery & pharmacy,1,2020-03-16,24.229,-18.0
Alabama,Alabama,Grocery & pharmacy,1,2020-03-17,17.351,-18.0
Alabama,Alabama,Grocery & pharmacy,1,2020-03-18,13.445,-18.0
Alabama,Alabama,Grocery & pharmacy,1,2020-03-19,15.409,-18.0
Alabama,Alabama,Grocery & pharmacy,1,2020-03-20,10.096,-18.0
Alabama,Alabama,Grocery & pharmacy,1,2020-03-21,5.209,-18.0
Alabama,Alabama,Grocery & pharmacy,1,2020-03-22,-7.343,-18.0
Alabama,Alabama,Grocery & pharmacy,1,2020-03-23,-5.722,-18.0
Alabama,Alabama,Grocery & pharmacy,1,2020-03-24,-5.033,-18.0
Alabama,Alabama,Grocery & pharmacy,1,2020-03-25,-4.388,-18.0
Alabama,Alabama,Grocery & pharmacy,1,2020-03-26,-3.417,-18.0
Alabama,Alabama,Grocery & pharmacy,1,2020-03-27,-1.7380000000000002,-18.0
Alabama,Alabama,Grocery & pharmacy,1,2020-03-28,-2.362,-18.0
Alabama,Alabama,Grocery & pharmacy,1,2020-03-29,-13.444,-18.0
Alabama,Alabama,Grocery & pharmacy,1,2020-03-30,-10.241,-18.0
Alabama,Alabama,Grocery & pharmacy,1,2020-03-31,-10.655,-18.0
Alabama,Alabama,Grocery & pharmacy,1,2020-04-01,5.4929999999999986,-18.0
Alabama,Alabama,Grocery & pharmacy,1,2020-04-02,2.57,-18.0
Alabama,Alabama,Grocery & pharmacy,1,2020-04-03,12.365,-18.0
Alabama,Alabama,Grocery & pharmacy,1,2020-04-04,8.16,-18.0
Alabama,Alabama,Grocery & pharmacy,1,2020-04-05,-17.555999999999994,-18.0
Alabama,Alabama,Parks,1,2020-02-23,23.939,-1.0
Alabama,Alabama,Parks,1,2020-02-24,-13.255,-1.0
Alabama,Alabama,Parks,1,2020-02-25,26.997,-1.0
Alabama,Alabama,Parks,1,2020-02-26,6.681,-1.0
Alabama,Alabama,Parks,1,2020-02-27,13.803,-1.0
Alabama,Alabama,Parks,1,2020-02-28,20.4,-1.0
Alabama,Alabama,Parks,1,2020-02-29,54.625,-1.0
Alabama,Alabama,Parks,1,2020-03-01,52.776,-1.0
Alabama,Alabama,Parks,1,2020-03-02,-1.954,-1.0
Alabama,Alabama,Parks,1,2020-03-03,32.998000000000005,-1.0
Alabama,Alabama,Parks,1,2020-03-04,-8.023,-1.0
Alabama,Alabama,Parks,1,2020-03-05,-0.295,-1.0
Alabama,Alabama,Parks,1,2020-03-06,29.213,-1.0
Alabama,Alabama,Parks,1,2020-03-07,62.611,-1.0
Alabama,Alabama,Parks,1,2020-03-08,54.56100000000001,-1.0
Alabama,Alabama,Parks,1,2020-03-09,44.631,-1.0
Alabama,Alabama,Parks,1,2020-03-10,20.69,-1.0
Alabama,Alabama,Parks,1,2020-03-11,26.981,-1.0
Alabama,Alabama,Parks,1,2020-03-12,42.65600000000001,-1.0
Alabama,Alabama,Parks,1,2020-03-13,26.16,-1.0
Alabama,Alabama,Parks,1,2020-03-14,54.68600000000001,-1.0
Alabama,Alabama,Parks,1,2020-03-15,16.201,-1.0
Alabama,Alabama,Parks,1,2020-03-16,21.542,-1.0
Alabama,Alabama,Parks,1,2020-03-17,24.921,-1.0
Alabama,Alabama,Parks,1,2020-03-18,38.845,-1.0
Alabama,Alabama,Parks,1,2020-03-19,26.586,-1.0
Alabama,Alabama,Parks,1,2020-03-20,7.284,-1.0
Alabama,Alabama,Parks,1,2020-03-21,10.161,-1.0
Alabama,Alabama,Parks,1,2020-03-22,2.312,-1.0
Alabama,Alabama,Parks,1,2020-03-23,-11.140999999999998,-1.0
Alabama,Alabama,Parks,1,2020-03-24,3.613,-1.0
Alabama,Alabama,Parks,1,2020-03-25,35.586,-1.0
Alabama,Alabama,Parks,1,2020-03-26,31.553,-1.0
Alabama,Alabama,Parks,1,2020-03-27,29.56,-1.0
Alabama,Alabama,Parks,1,2020-03-28,22.441,-1.0
Alabama,Alabama,Parks,1,2020-03-29,19.045,-1.0
Alabama,Alabama,Parks,1,2020-03-30,10.078,-1.0
Alabama,Alabama,Parks,1,2020-03-31,-23.234,-1.0
Alabama,Alabama,Parks,1,2020-04-01,18.543,-1.0
Alabama,Alabama,Parks,1,2020-04-02,12.342,-1.0
Alabama,Alabama,Parks,1,2020-04-03,16.86,-1.0
Alabama,Alabama,Parks,1,2020-04-04,3.5660000000000003,-1.0
Alabama,Alabama,Parks,1,2020-04-05,-1.392,-1.0
Alabama,Alabama,Transit stations,1,2020-02-23,16.107,-40.0
Alabama,Alabama,Transit stations,1,2020-02-24,1.722,-40.0
Alabama,Alabama,Transit stations,1,2020-02-25,7.447999999999999,-40.0
Alabama,Alabama,Transit stations,1,2020-02-26,11.05,-40.0
Alabama,Alabama,Transit stations,1,2020-02-27,8.854,-40.0
Alabama,Alabama,Transit stations,1,2020-02-28,10.004,-40.0
Alabama,Alabama,Transit stations,1,2020-02-29,20.149,-40.0
Alabama,Alabama,Transit stations,1,2020-03-01,20.771,-40.0
Alabama,Alabama,Transit stations,1,2020-03-02,4.759,-40.0
Alabama,Alabama,Transit stations,1,2020-03-03,5.064,-40.0
Alabama,Alabama,Transit stations,1,2020-03-04,1.536,-40.0
Alabama,Alabama,Transit stations,1,2020-03-05,3.5980000000000003,-40.0
Alabama,Alabama,Transit stations,1,2020-03-06,9.826,-40.0
Alabama,Alabama,Transit stations,1,2020-03-07,17.852999999999994,-40.0
Alabama,Alabama,Transit stations,1,2020-03-08,20.149,-40.0
Alabama,Alabama,Transit stations,1,2020-03-09,9.265,-40.0
Alabama,Alabama,Transit stations,1,2020-03-10,4.32,-40.0
Alabama,Alabama,Transit stations,1,2020-03-11,6.789,-40.0
Alabama,Alabama,Transit stations,1,2020-03-12,7.812,-40.0
Alabama,Alabama,Transit stations,1,2020-03-13,7.114,-40.0
Alabama,Alabama,Transit stations,1,2020-03-14,12.227,-40.0
Alabama,Alabama,Transit stations,1,2020-03-15,5.908,-40.0
Alabama,Alabama,Transit stations,1,2020-03-16,1.722,-40.0
Alabama,Alabama,Transit stations,1,2020-03-17,-1.341,-40.0
Alabama,Alabama,Transit stations,1,2020-03-18,-2.7260000000000004,-40.0
Alabama,Alabama,Transit stations,1,2020-03-19,-7.529,-40.0
Alabama,Alabama,Transit stations,1,2020-03-20,-13.784,-40.0
Alabama,Alabama,Transit stations,1,2020-03-21,-13.146,-40.0
Alabama,Alabama,Transit stations,1,2020-03-22,-21.828000000000007,-40.0
Alabama,Alabama,Transit stations,1,2020-03-23,-21.671,-40.0
Alabama,Alabama,Transit stations,1,2020-03-24,-18.074,-40.0
Alabama,Alabama,Transit stations,1,2020-03-25,-15.213,-40.0
Alabama,Alabama,Transit stations,1,2020-03-26,-19.271,-40.0
Alabama,Alabama,Transit stations,1,2020-03-27,-24.011,-40.0
Alabama,Alabama,Transit stations,1,2020-03-28,-24.569000000000006,-40.0
Alabama,Alabama,Transit stations,1,2020-03-29,-30.1,-40.0
Alabama,Alabama,Transit stations,1,2020-03-30,-25.266,-40.0
Alabama,Alabama,Transit stations,1,2020-03-31,-26.068,-40.0
Alabama,Alabama,Transit stations,1,2020-04-01,-19.723,-40.0
Alabama,Alabama,Transit stations,1,2020-04-02,-24.905,-40.0
Alabama,Alabama,Transit stations,1,2020-04-03,-28.679,-40.0
Alabama,Alabama,Transit stations,1,2020-04-04,-32.836,-40.0
Alabama,Alabama,Transit stations,1,2020-04-05,-39.863,-40.0
Alabama,Alabama,Workplaces,1,2020-02-23,1.711,-36.0
Alabama,Alabama,Workplaces,1,2020-02-24,-2.042,-36.0
Alabama,Alabama,Workplaces,1,2020-02-25,-1.4580000000000002,-36.0
Alabama,Alabama,Workplaces,1,2020-02-26,0.468,-36.0
Alabama,Alabama,Workplaces,1,2020-02-27,1.507,-36.0
Alabama,Alabama,Workplaces,1,2020-02-28,0.609,-36.0
Alabama,Alabama,Workplaces,1,2020-02-29,5.48,-36.0
Alabama,Alabama,Workplaces,1,2020-03-01,3.549,-36.0
Alabama,Alabama,Workplaces,1,2020-03-02,1.659,-36.0
Alabama,Alabama,Workplaces,1,2020-03-03,2.431,-36.0
Alabama,Alabama,Workplaces,1,2020-03-04,0.272,-36.0
Alabama,Alabama,Workplaces,1,2020-03-05,1.517,-36.0
Alabama,Alabama,Workplaces,1,2020-03-06,1.715,-36.0
Alabama,Alabama,Workplaces,1,2020-03-07,7.4689999999999985,-36.0
Alabama,Alabama,Workplaces,1,2020-03-08,3.264,-36.0
Alabama,Alabama,Workplaces,1,2020-03-09,1.58,-36.0
Alabama,Alabama,Workplaces,1,2020-03-10,0.626,-36.0
Alabama,Alabama,Workplaces,1,2020-03-11,0.921,-36.0
Alabama,Alabama,Workplaces,1,2020-03-12,1.134,-36.0
Alabama,Alabama,Workplaces,1,2020-03-13,-1.6030000000000002,-36.0
Alabama,Alabama,Workplaces,1,2020-03-14,4.1789999999999985,-36.0
Alabama,Alabama,Workplaces,1,2020-03-15,-3.82,-36.0
Alabama,Alabama,Workplaces,1,2020-03-16,-10.408,-36.0
Alabama,Alabama,Workplaces,1,2020-03-17,-16.887999999999998,-36.0
Alabama,Alabama,Workplaces,1,2020-03-18,-22.148000000000003,-36.0
Alabama,Alabama,Workplaces,1,2020-03-19,-25.122,-36.0
Alabama,Alabama,Workplaces,1,2020-03-20,-28.886,-36.0
Alabama,Alabama,Workplaces,1,2020-03-21,-16.439,-36.0
Alabama,Alabama,Workplaces,1,2020-03-22,-27.384,-36.0
Alabama,Alabama,Workplaces,1,2020-03-23,-33.35,-36.0
Alabama,Alabama,Workplaces,1,2020-03-24,-34.203,-36.0
Alabama,Alabama,Workplaces,1,2020-03-25,-35.61,-36.0
Alabama,Alabama,Workplaces,1,2020-03-26,-35.699,-36.0
Alabama,Alabama,Workplaces,1,2020-03-27,-36.777,-36.0
Alabama,Alabama,Workplaces,1,2020-03-28,-21.744,-36.0
Alabama,Alabama,Workplaces,1,2020-03-29,-31.618,-36.0
Alabama,Alabama,Workplaces,1,2020-03-30,-37.548,-36.0
Alabama,Alabama,Workplaces,1,2020-03-31,-39.672,-36.0
Alabama,Alabama,Workplaces,1,2020-04-01,-39.293,-36.0
Alabama,Alabama,Workplaces,1,2020-04-02,-39.43,-36.0
Alabama,Alabama,Workplaces,1,2020-04-03,-39.872,-36.0
Alabama,Alabama,Workplaces,1,2020-04-04,-26.486,-36.0
Alabama,Alabama,Workplaces,1,2020-04-05,-36.265,-36.0
Alabama,Alabama,Residential,1,2020-02-23,-0.403,12.0
Alabama,Alabama,Residential,1,2020-02-24,2.192,12.0
Alabama,Alabama,Residential,1,2020-02-25,0.312,12.0
Alabama,Alabama,Residential,1,2020-02-26,-0.94,12.0
Alabama,Alabama,Residential,1,2020-02-27,-0.698,12.0
Alabama,Alabama,Residential,1,2020-02-28,-1.3630000000000002,12.0
Alabama,Alabama,Residential,1,2020-02-29,-2.923,12.0
Alabama,Alabama,Residential,1,2020-03-01,-1.996,12.0
Alabama,Alabama,Residential,1,2020-03-02,0.4370000000000001,12.0
Alabama,Alabama,Residential,1,2020-03-03,-1.261,12.0
Alabama,Alabama,Residential,1,2020-03-04,1.148,12.0
Alabama,Alabama,Residential,1,2020-03-05,0.8140000000000001,12.0
Alabama,Alabama,Residential,1,2020-03-06,-1.014,12.0
Alabama,Alabama,Residential,1,2020-03-07,-2.365,12.0
Alabama,Alabama,Residential,1,2020-03-08,-1.432,12.0
Alabama,Alabama,Residential,1,2020-03-09,-1.073,12.0
Alabama,Alabama,Residential,1,2020-03-10,0.459,12.0
Alabama,Alabama,Residential,1,2020-03-11,-0.778,12.0
Alabama,Alabama,Residential,1,2020-03-12,-1.14,12.0
Alabama,Alabama,Residential,1,2020-03-13,0.3,12.0
Alabama,Alabama,Residential,1,2020-03-14,-0.197,12.0
Alabama,Alabama,Residential,1,2020-03-15,2.334,12.0
Alabama,Alabama,Residential,1,2020-03-16,3.971,12.0
Alabama,Alabama,Residential,1,2020-03-17,7.189,12.0
Alabama,Alabama,Residential,1,2020-03-18,8.187000000000001,12.0
Alabama,Alabama,Residential,1,2020-03-19,10.293,12.0
Alabama,Alabama,Residential,1,2020-03-20,13.496,12.0
Alabama,Alabama,Residential,1,2020-03-21,8.439,12.0
Alabama,Alabama,Residential,1,2020-03-22,8.919,12.0
Alabama,Alabama,Residential,1,2020-03-23,14.054,12.0
Alabama,Alabama,Residential,1,2020-03-24,14.502,12.0
Alabama,Alabama,Residential,1,2020-03-25,13.36,12.0
Alabama,Alabama,Residential,1,2020-03-26,14.317,12.0
Alabama,Alabama,Residential,1,2020-03-27,15.609000000000002,12.0
Alabama,Alabama,Residential,1,2020-03-28,9.041,12.0
Alabama,Alabama,Residential,1,2020-03-29,9.474,12.0
Alabama,Alabama,Residential,1,2020-03-30,14.058,12.0
Alabama,Alabama,Residential,1,2020-03-31,17.364,12.0
Alabama,Alabama,Residential,1,2020-04-01,14.251,12.0
Alabama,Alabama,Residential,1,2020-04-02,15.992,12.0
Alabama,Alabama,Residential,1,2020-04-03,16.47,12.0
Alabama,Alabama,Residential,1,2020-04-04,11.015,12.0
Alabama,Alabama,Residential,1,2020-04-05,11.595,12.0
Alaska,Alaska,Retail & recreation,1,2020-02-23,11.555,-41.0
Alaska,Alaska,Retail & recreation,1,2020-02-24,3.637,-41.0
Alaska,Alaska,Retail & recreation,1,2020-02-25,6.417000000000002,-41.0
Alaska,Alaska,Retail & recreation,1,2020-02-26,11.661,-41.0
Alaska,Alaska,Retail & recreation,1,2020-02-27,9.732,-41.0
Alaska,Alaska,Retail & recreation,1,2020-02-28,12.033,-41.0
Alaska,Alaska,Retail & recreation,1,2020-02-29,13.169,-41.0
Alaska,Alaska,Retail & recreation,1,2020-03-01,18.000999999999994,-41.0
Alaska,Alaska,Retail & recreation,1,2020-03-02,6.035,-41.0
Alaska,Alaska,Retail & recreation,1,2020-03-03,10.925999999999998,-41.0
Alaska,Alaska,Retail & recreation,1,2020-03-04,11.013,-41.0
Alaska,Alaska,Retail & recreation,1,2020-03-05,8.743,-41.0
Alaska,Alaska,Retail & recreation,1,2020-03-06,9.314,-41.0
Alaska,Alaska,Retail & recreation,1,2020-03-07,12.499,-41.0
Alaska,Alaska,Retail & recreation,1,2020-03-08,12.644,-41.0
Alaska,Alaska,Retail & recreation,1,2020-03-09,7.158,-41.0
Alaska,Alaska,Retail & recreation,1,2020-03-10,12.575,-41.0
Alaska,Alaska,Retail & recreation,1,2020-03-11,11.625,-41.0
Alaska,Alaska,Retail & recreation,1,2020-03-12,12.396,-41.0
Alaska,Alaska,Retail & recreation,1,2020-03-13,6.653,-41.0
Alaska,Alaska,Retail & recreation,1,2020-03-14,0.032,-41.0
Alaska,Alaska,Retail & recreation,1,2020-03-15,5.444,-41.0
Alaska,Alaska,Retail & recreation,1,2020-03-16,1.276,-41.0
Alaska,Alaska,Retail & recreation,1,2020-03-17,-14.367,-41.0
Alaska,Alaska,Retail & recreation,1,2020-03-18,-19.465,-41.0
Alaska,Alaska,Retail & recreation,1,2020-03-19,-26.423,-41.0
Alaska,Alaska,Retail & recreation,1,2020-03-20,-28.198,-41.0
Alaska,Alaska,Retail & recreation,1,2020-03-21,-36.999,-41.0
Alaska,Alaska,Retail & recreation,1,2020-03-22,-30.052,-41.0
Alaska,Alaska,Retail & recreation,1,2020-03-23,-36.192,-41.0
Alaska,Alaska,Retail & recreation,1,2020-03-24,-37.021,-41.0
Alaska,Alaska,Retail & recreation,1,2020-03-25,-40.084,-41.0
Alaska,Alaska,Retail & recreation,1,2020-03-26,-39.534,-41.0
Alaska,Alaska,Retail & recreation,1,2020-03-27,-42.032,-41.0
Alaska,Alaska,Retail & recreation,1,2020-03-28,-47.087,-41.0
Alaska,Alaska,Retail & recreation,1,2020-03-29,-48.261,-41.0
Alaska,Alaska,Retail & recreation,1,2020-03-30,-39.564,-41.0
Alaska,Alaska,Retail & recreation,1,2020-03-31,-37.278,-41.0
Alaska,Alaska,Retail & recreation,1,2020-04-01,-35.191,-41.0
Alaska,Alaska,Retail & recreation,1,2020-04-02,-42.47,-41.0
Alaska,Alaska,Retail & recreation,1,2020-04-03,-41.973,-41.0
Alaska,Alaska,Retail & recreation,1,2020-04-04,-46.783,-41.0
Alaska,Alaska,Retail & recreation,1,2020-04-05,-41.103,-41.0
Alaska,Alaska,Grocery & pharmacy,1,2020-02-23,3.953,-17.0
Alaska,Alaska,Grocery & pharmacy,1,2020-02-24,0.958,-17.0
Alaska,Alaska,Grocery & pharmacy,1,2020-02-25,-1.031,-17.0
Alaska,Alaska,Grocery & pharmacy,1,2020-02-26,5.557,-17.0
Alaska,Alaska,Grocery & pharmacy,1,2020-02-27,5.849,-17.0
Alaska,Alaska,Grocery & pharmacy,1,2020-02-28,5.267,-17.0
Alaska,Alaska,Grocery & pharmacy,1,2020-02-29,8.73,-17.0
Alaska,Alaska,Grocery & pharmacy,1,2020-03-01,13.872,-17.0
Alaska,Alaska,Grocery & pharmacy,1,2020-03-02,5.965,-17.0
Alaska,Alaska,Grocery & pharmacy,1,2020-03-03,9.138,-17.0
Alaska,Alaska,Grocery & pharmacy,1,2020-03-04,8.297,-17.0
Alaska,Alaska,Grocery & pharmacy,1,2020-03-05,7.018,-17.0
Alaska,Alaska,Grocery & pharmacy,1,2020-03-06,4.047,-17.0
Alaska,Alaska,Grocery & pharmacy,1,2020-03-07,9.987,-17.0
Alaska,Alaska,Grocery & pharmacy,1,2020-03-08,7.985,-17.0
Alaska,Alaska,Grocery & pharmacy,1,2020-03-09,3.83,-17.0
Alaska,Alaska,Grocery & pharmacy,1,2020-03-10,6.191,-17.0
Alaska,Alaska,Grocery & pharmacy,1,2020-03-11,9.038,-17.0
Alaska,Alaska,Grocery & pharmacy,1,2020-03-12,19.445,-17.0
Alaska,Alaska,Grocery & pharmacy,1,2020-03-13,18.626,-17.0
Alaska,Alaska,Grocery & pharmacy,1,2020-03-14,18.925,-17.0
Alaska,Alaska,Grocery & pharmacy,1,2020-03-15,14.436,-17.0
Alaska,Alaska,Grocery & pharmacy,1,2020-03-16,19.883,-17.0
Alaska,Alaska,Grocery & pharmacy,1,2020-03-17,8.254,-17.0
Alaska,Alaska,Grocery & pharmacy,1,2020-03-18,7.779,-17.0
Alaska,Alaska,Grocery & pharmacy,1,2020-03-19,4.24,-17.0
Alaska,Alaska,Grocery & pharmacy,1,2020-03-20,2.57,-17.0
Alaska,Alaska,Grocery & pharmacy,1,2020-03-21,-0.8370000000000001,-17.0
Alaska,Alaska,Grocery & pharmacy,1,2020-03-22,-4.354,-17.0
Alaska,Alaska,Grocery & pharmacy,1,2020-03-23,-10.677,-17.0
Alaska,Alaska,Grocery & pharmacy,1,2020-03-24,-12.085,-17.0
Alaska,Alaska,Grocery & pharmacy,1,2020-03-25,-14.518,-17.0
Alaska,Alaska,Grocery & pharmacy,1,2020-03-26,-12.791,-17.0
Alaska,Alaska,Grocery & pharmacy,1,2020-03-27,-14.643,-17.0
Alaska,Alaska,Grocery & pharmacy,1,2020-03-28,-14.594,-17.0
Alaska,Alaska,Grocery & pharmacy,1,2020-03-29,-26.532,-17.0
Alaska,Alaska,Grocery & pharmacy,1,2020-03-30,-16.789,-17.0
Alaska,Alaska,Grocery & pharmacy,1,2020-03-31,-14.885,-17.0
Alaska,Alaska,Grocery & pharmacy,1,2020-04-01,-7.999,-17.0
Alaska,Alaska,Grocery & pharmacy,1,2020-04-02,-14.108,-17.0
Alaska,Alaska,Grocery & pharmacy,1,2020-04-03,-13.808,-17.0
Alaska,Alaska,Grocery & pharmacy,1,2020-04-04,-13.966,-17.0
Alaska,Alaska,Grocery & pharmacy,1,2020-04-05,-17.419,-17.0
Alaska,Alaska,Parks,1,2020-02-23,16.113,29.0
Alaska,Alaska,Parks,1,2020-02-24,6.791,29.0
Alaska,Alaska,Parks,1,2020-02-25,1.164,29.0
Alaska,Alaska,Parks,1,2020-02-26,6.705,29.0
Alaska,Alaska,Parks,1,2020-02-27,13.144,29.0
Alaska,Alaska,Parks,1,2020-02-28,12.954,29.0
Alaska,Alaska,Parks,1,2020-02-29,8.613,29.0
Alaska,Alaska,Parks,1,2020-03-01,6.112,29.0
Alaska,Alaska,Parks,1,2020-03-02,3.705,29.0
Alaska,Alaska,Parks,1,2020-03-03,-2.325,29.0
Alaska,Alaska,Parks,1,2020-03-04,3.353,29.0
Alaska,Alaska,Parks,1,2020-03-05,8.572000000000001,29.0
Alaska,Alaska,Parks,1,2020-03-06,9.846,29.0
Alaska,Alaska,Parks,1,2020-03-07,17.226,29.0
Alaska,Alaska,Parks,1,2020-03-08,33.89,29.0
Alaska,Alaska,Parks,1,2020-03-09,13.581,29.0
Alaska,Alaska,Parks,1,2020-03-10,11.048,29.0
Alaska,Alaska,Parks,1,2020-03-11,16.202,29.0
Alaska,Alaska,Parks,1,2020-03-12,21.144,29.0
Alaska,Alaska,Parks,1,2020-03-13,15.545,29.0
Alaska,Alaska,Parks,1,2020-03-14,37.322,29.0
Alaska,Alaska,Parks,1,2020-03-15,57.779,29.0
Alaska,Alaska,Parks,1,2020-03-16,29.014,29.0
Alaska,Alaska,Parks,1,2020-03-17,11.629,29.0
Alaska,Alaska,Parks,1,2020-03-18,6.147,29.0
Alaska,Alaska,Parks,1,2020-03-19,14.858,29.0
Alaska,Alaska,Parks,1,2020-03-20,23.317,29.0
Alaska,Alaska,Parks,1,2020-03-21,1.4369999999999998,29.0
Alaska,Alaska,Parks,1,2020-03-22,65.002,29.0
Alaska,Alaska,Parks,1,2020-03-23,23.458,29.0
Alaska,Alaska,Parks,1,2020-03-24,17.442999999999998,29.0
Alaska,Alaska,Parks,1,2020-03-25,6.147,29.0
Alaska,Alaska,Parks,1,2020-03-26,30.858,29.0
Alaska,Alaska,Parks,1,2020-03-27,2.074,29.0
Alaska,Alaska,Parks,1,2020-03-28,11.484000000000002,29.0
Alaska,Alaska,Parks,1,2020-03-29,17.779,29.0
Alaska,Alaska,Parks,1,2020-03-30,14.816,29.0
Alaska,Alaska,Parks,1,2020-03-31,15.118,29.0
Alaska,Alaska,Parks,1,2020-04-01,3.353,29.0
Alaska,Alaska,Parks,1,2020-04-02,-3.427,29.0
Alaska,Alaska,Parks,1,2020-04-03,2.074,29.0
Alaska,Alaska,Parks,1,2020-04-04,20.575,29.0
Alaska,Alaska,Parks,1,2020-04-05,28.89,29.0
Alaska,Alaska,Transit stations,1,2020-02-23,0.858,-52.0
Alaska,Alaska,Transit stations,1,2020-02-24,3.647,-52.0
Alaska,Alaska,Transit stations,1,2020-02-25,-1.209,-52.0
Alaska,Alaska,Transit stations,1,2020-02-26,2.395,-52.0
Alaska,Alaska,Transit stations,1,2020-02-27,9.468,-52.0
Alaska,Alaska,Transit stations,1,2020-02-28,8.068999999999999,-52.0
