state,county,type,conf,delta
Georgia,Thomas,work,1,-28.0
Georgia,Thomas,home,0,15.0
Georgia,Tift,retail_rec,1,-40.0
Georgia,Tift,groc_pharm,1,-26.0
Georgia,Tift,parks,0,
Georgia,Tift,transit,1,-24.0
Georgia,Tift,work,1,-25.0
Georgia,Tift,home,0,14.0
Georgia,Toombs,retail_rec,1,-31.0
Georgia,Toombs,groc_pharm,1,-12.0
Georgia,Toombs,parks,0,
Georgia,Toombs,transit,0,
Georgia,Toombs,work,1,-23.0
Georgia,Toombs,home,0,-2.0
Georgia,Towns,retail_rec,1,-38.0
Georgia,Towns,groc_pharm,1,-3.0
Georgia,Towns,parks,0,
Georgia,Towns,transit,0,
Georgia,Towns,work,0,-22.0
Georgia,Towns,home,0,
Georgia,Treutlen,retail_rec,0,
Georgia,Treutlen,groc_pharm,0,-4.0
Georgia,Treutlen,parks,0,
Georgia,Treutlen,transit,0,
Georgia,Treutlen,work,0,-26.0
Georgia,Treutlen,home,0,
Georgia,Troup,retail_rec,1,-36.0
Georgia,Troup,groc_pharm,1,-10.0
Georgia,Troup,parks,0,
Georgia,Troup,transit,1,-28.0
Georgia,Troup,work,1,-27.0
Georgia,Troup,home,1,10.0
Georgia,Turner,retail_rec,1,-61.0
Georgia,Turner,groc_pharm,0,23.0
Georgia,Turner,parks,0,
Georgia,Turner,transit,0,-22.0
Georgia,Turner,work,0,-23.0
Georgia,Turner,home,0,
Georgia,Twiggs,retail_rec,0,
Georgia,Twiggs,groc_pharm,0,
Georgia,Twiggs,parks,0,
Georgia,Twiggs,transit,0,
Georgia,Twiggs,work,0,-36.0
Georgia,Twiggs,home,0,
Georgia,Union,retail_rec,1,-30.0
Georgia,Union,groc_pharm,1,11.0
Georgia,Union,parks,0,22.0
Georgia,Union,transit,0,
Georgia,Union,work,1,-36.0
Georgia,Union,home,0,
Georgia,Upson,retail_rec,1,-25.0
Georgia,Upson,groc_pharm,1,-8.0
Georgia,Upson,parks,0,
Georgia,Upson,transit,0,
Georgia,Upson,work,1,-36.0
Georgia,Upson,home,0,-4.0
Georgia,Walker,retail_rec,1,-20.0
Georgia,Walker,groc_pharm,1,7.0
Georgia,Walker,parks,0,-28.0
Georgia,Walker,transit,0,
Georgia,Walker,work,1,-28.0
Georgia,Walker,home,1,15.0
Georgia,Walton,retail_rec,1,-28.0
Georgia,Walton,groc_pharm,1,7.0
Georgia,Walton,parks,0,
Georgia,Walton,transit,0,
Georgia,Walton,work,1,-35.0
Georgia,Walton,home,1,9.0
Georgia,Ware,retail_rec,1,-39.0
Georgia,Ware,groc_pharm,1,-18.0
Georgia,Ware,parks,0,
Georgia,Ware,transit,0,
Georgia,Ware,work,1,-23.0
Georgia,Ware,home,0,11.0
Georgia,Warren,retail_rec,0,
Georgia,Warren,groc_pharm,0,
Georgia,Warren,parks,0,
Georgia,Warren,transit,0,
Georgia,Warren,work,0,-32.0
Georgia,Warren,home,0,
Georgia,Washington,retail_rec,1,-12.0
Georgia,Washington,groc_pharm,1,-31.0
Georgia,Washington,parks,0,
Georgia,Washington,transit,0,
Georgia,Washington,work,1,-13.0
Georgia,Washington,home,0,
Georgia,Wayne,retail_rec,1,-30.0
Georgia,Wayne,groc_pharm,1,-8.0
Georgia,Wayne,parks,0,
Georgia,Wayne,transit,0,
Georgia,Wayne,work,1,-33.0
Georgia,Wayne,home,0,-2.0
Georgia,White,retail_rec,1,-43.0
Georgia,White,groc_pharm,1,-2.0
Georgia,White,parks,0,-16.0
Georgia,White,transit,0,
Georgia,White,work,1,-29.0
Georgia,White,home,0,9.0
Georgia,Whitfield,retail_rec,1,-34.0
Georgia,Whitfield,groc_pharm,1,-7.0
Georgia,Whitfield,parks,0,-45.0
Georgia,Whitfield,transit,1,-23.0
Georgia,Whitfield,work,1,-25.0
Georgia,Whitfield,home,1,9.0
Georgia,Wilcox,retail_rec,0,
Georgia,Wilcox,groc_pharm,0,13.0
Georgia,Wilcox,parks,0,
Georgia,Wilcox,transit,0,
Georgia,Wilcox,work,0,-24.0
Georgia,Wilcox,home,0,
Georgia,Wilkes,retail_rec,1,-31.0
Georgia,Wilkes,groc_pharm,1,-14.0
Georgia,Wilkes,parks,0,
Georgia,Wilkes,transit,0,
Georgia,Wilkes,work,0,-22.0
Georgia,Wilkes,home,0,
Georgia,Wilkinson,retail_rec,0,
Georgia,Wilkinson,groc_pharm,1,0.0
Georgia,Wilkinson,parks,0,
Georgia,Wilkinson,transit,0,
Georgia,Wilkinson,work,0,-24.0
Georgia,Wilkinson,home,0,
Georgia,Worth,retail_rec,1,-28.0
Georgia,Worth,groc_pharm,1,-9.0
Georgia,Worth,parks,0,
Georgia,Worth,transit,0,
Georgia,Worth,work,1,-28.0
Georgia,Worth,home,0,
Hawaii,Hawaii,retail_rec,1,-61.0
Hawaii,Hawaii,groc_pharm,1,-47.0
Hawaii,Hawaii,parks,1,-77.0
Hawaii,Hawaii,transit,1,-84.0
Hawaii,Hawaii,work,1,-41.0
Hawaii,Hawaii,home,1,15.0
Hawaii,Honolulu,retail_rec,1,-53.0
Hawaii,Honolulu,groc_pharm,1,-32.0
Hawaii,Honolulu,parks,1,-58.0
Hawaii,Honolulu,transit,1,-69.0
Hawaii,Honolulu,work,1,-44.0
Hawaii,Honolulu,home,1,16.0
Hawaii,Kauai,retail_rec,1,-69.0
Hawaii,Kauai,groc_pharm,1,-53.0
Hawaii,Kauai,parks,1,-74.0
Hawaii,Kauai,transit,1,-83.0
Hawaii,Kauai,work,1,-48.0
Hawaii,Kauai,home,0,26.0
Hawaii,Maui,retail_rec,1,-64.0
Hawaii,Maui,groc_pharm,1,-40.0
Hawaii,Maui,parks,1,-73.0
Hawaii,Maui,transit,1,-85.0
Hawaii,Maui,work,1,-54.0
Hawaii,Maui,home,1,17.0
Idaho,Ada,retail_rec,1,-49.0
Idaho,Ada,groc_pharm,1,-23.0
Idaho,Ada,parks,1,33.0
Idaho,Ada,transit,1,-54.0
Idaho,Ada,work,1,-43.0
Idaho,Ada,home,1,11.0
Idaho,Bannock,retail_rec,1,-39.0
Idaho,Bannock,groc_pharm,1,-24.0
Idaho,Bannock,parks,0,-6.0
Idaho,Bannock,transit,1,-28.0
Idaho,Bannock,work,1,-37.0
Idaho,Bannock,home,1,9.0
Idaho,Bear Lake,retail_rec,0,-53.0
Idaho,Bear Lake,groc_pharm,0,
Idaho,Bear Lake,parks,0,
Idaho,Bear Lake,transit,0,
Idaho,Bear Lake,work,0,-36.0
Idaho,Bear Lake,home,0,
Idaho,Benewah,retail_rec,0,-65.0
Idaho,Benewah,groc_pharm,1,4.0
Idaho,Benewah,parks,0,
Idaho,Benewah,transit,0,
Idaho,Benewah,work,0,-35.0
Idaho,Benewah,home,0,
Idaho,Bingham,retail_rec,1,-21.0
Idaho,Bingham,groc_pharm,1,-13.0
Idaho,Bingham,parks,0,
Idaho,Bingham,transit,0,
Idaho,Bingham,work,1,-38.0
Idaho,Bingham,home,0,14.0
Idaho,Blaine,retail_rec,1,-83.0
Idaho,Blaine,groc_pharm,1,-48.0
Idaho,Blaine,parks,0,
Idaho,Blaine,transit,0,-49.0
Idaho,Blaine,work,1,-62.0
Idaho,Blaine,home,0,
Idaho,Boise,retail_rec,0,-62.0
Idaho,Boise,groc_pharm,0,
Idaho,Boise,parks,0,-50.0
Idaho,Boise,transit,0,
Idaho,Boise,work,0,-48.0
Idaho,Boise,home,0,
Idaho,Bonner,retail_rec,1,-40.0
Idaho,Bonner,groc_pharm,1,-34.0
Idaho,Bonner,parks,0,-22.0
Idaho,Bonner,transit,0,
Idaho,Bonner,work,1,-38.0
Idaho,Bonner,home,0,14.0
Idaho,Bonneville,retail_rec,1,-38.0
Idaho,Bonneville,groc_pharm,1,-11.0
Idaho,Bonneville,parks,1,59.0
Idaho,Bonneville,transit,1,-21.0
Idaho,Bonneville,work,1,-34.0
Idaho,Bonneville,home,1,9.0
Idaho,Boundary,retail_rec,0,-23.0
Idaho,Boundary,groc_pharm,1,-9.0
Idaho,Boundary,parks,0,
Idaho,Boundary,transit,0,
Idaho,Boundary,work,0,-18.0
Idaho,Boundary,home,0,
Idaho,Canyon,retail_rec,1,-41.0
Idaho,Canyon,groc_pharm,1,-15.0
Idaho,Canyon,parks,1,35.0
Idaho,Canyon,transit,1,-15.0
Idaho,Canyon,work,1,-37.0
Idaho,Canyon,home,1,9.0
Idaho,Caribou,retail_rec,0,-50.0
Idaho,Caribou,groc_pharm,0,-2.0
Idaho,Caribou,parks,0,
Idaho,Caribou,transit,0,
Idaho,Caribou,work,0,-27.0
Idaho,Caribou,home,0,
Idaho,Cassia,retail_rec,1,-7.0
Idaho,Cassia,groc_pharm,1,-10.0
Idaho,Cassia,parks,0,
Idaho,Cassia,transit,0,
Idaho,Cassia,work,1,-26.0
Idaho,Cassia,home,0,0.0
Idaho,Clearwater,retail_rec,0,-61.0
Idaho,Clearwater,groc_pharm,0,0.0
Idaho,Clearwater,parks,0,
Idaho,Clearwater,transit,0,
Idaho,Clearwater,work,0,-28.0
Idaho,Clearwater,home,0,
Idaho,Elmore,retail_rec,1,-35.0
Idaho,Elmore,groc_pharm,1,-9.0
Idaho,Elmore,parks,0,
Idaho,Elmore,transit,1,-25.0
Idaho,Elmore,work,1,-29.0
Idaho,Elmore,home,0,14.0
Idaho,Franklin,retail_rec,0,-6.0
Idaho,Franklin,groc_pharm,1,-4.0
Idaho,Franklin,parks,0,
Idaho,Franklin,transit,0,
Idaho,Franklin,work,0,-27.0
Idaho,Franklin,home,0,
Idaho,Fremont,retail_rec,0,-36.0
Idaho,Fremont,groc_pharm,0,-5.0
Idaho,Fremont,parks,0,-33.0
Idaho,Fremont,transit,0,
Idaho,Fremont,work,0,-57.0
Idaho,Fremont,home,0,
Idaho,Gem,retail_rec,1,-20.0
Idaho,Gem,groc_pharm,1,-25.0
Idaho,Gem,parks,0,
Idaho,Gem,transit,0,
Idaho,Gem,work,1,-34.0
Idaho,Gem,home,0,
Idaho,Gooding,retail_rec,1,-42.0
Idaho,Gooding,groc_pharm,1,-10.0
Idaho,Gooding,parks,0,
Idaho,Gooding,transit,0,
Idaho,Gooding,work,1,-21.0
Idaho,Gooding,home,0,
Idaho,Idaho,retail_rec,0,-60.0
Idaho,Idaho,groc_pharm,1,-12.0
Idaho,Idaho,parks,0,
Idaho,Idaho,transit,0,
Idaho,Idaho,work,0,-46.0
Idaho,Idaho,home,0,
Idaho,Jefferson,retail_rec,0,-39.0
Idaho,Jefferson,groc_pharm,1,-10.0
Idaho,Jefferson,parks,0,-56.0
Idaho,Jefferson,transit,0,
Idaho,Jefferson,work,1,-45.0
Idaho,Jefferson,home,0,9.0
Idaho,Jerome,retail_rec,1,-8.0
Idaho,Jerome,groc_pharm,1,-44.0
Idaho,Jerome,parks,0,
Idaho,Jerome,transit,1,-13.0
Idaho,Jerome,work,1,-27.0
Idaho,Jerome,home,0,6.0
Idaho,Kootenai,retail_rec,1,-42.0
Idaho,Kootenai,groc_pharm,1,-20.0
Idaho,Kootenai,parks,1,26.0
Idaho,Kootenai,transit,1,-18.0
Idaho,Kootenai,work,1,-40.0
Idaho,Kootenai,home,1,10.0
Idaho,Latah,retail_rec,1,-54.0
Idaho,Latah,groc_pharm,1,-33.0
Idaho,Latah,parks,0,
Idaho,Latah,transit,0,
Idaho,Latah,work,1,-47.0
Idaho,Latah,home,0,20.0
Idaho,Lemhi,retail_rec,0,-26.0
Idaho,Lemhi,groc_pharm,0,-20.0
Idaho,Lemhi,parks,0,
Idaho,Lemhi,transit,0,
Idaho,Lemhi,work,0,-28.0
Idaho,Lemhi,home,0,
Idaho,Lincoln,retail_rec,0,
Idaho,Lincoln,groc_pharm,0,
Idaho,Lincoln,parks,0,
Idaho,Lincoln,transit,0,
Idaho,Lincoln,work,0,-44.0
Idaho,Lincoln,home,0,
Idaho,Madison,retail_rec,1,-29.0
Idaho,Madison,groc_pharm,0,-19.0
Idaho,Madison,parks,0,
Idaho,Madison,transit,0,
Idaho,Madison,work,1,-59.0
Idaho,Madison,home,0,20.0
Idaho,Minidoka,retail_rec,1,-43.0
Idaho,Minidoka,groc_pharm,1,10.0
Idaho,Minidoka,parks,0,
Idaho,Minidoka,transit,1,-11.0
Idaho,Minidoka,work,1,-33.0
Idaho,Minidoka,home,0,1.0
Idaho,Nez Perce,retail_rec,1,-46.0
Idaho,Nez Perce,groc_pharm,1,-14.0
Idaho,Nez Perce,parks,0,-24.0
Idaho,Nez Perce,transit,0,-55.0
Idaho,Nez Perce,work,1,-31.0
Idaho,Nez Perce,home,0,18.0
Idaho,Oneida,retail_rec,0,
Idaho,Oneida,groc_pharm,0,
Idaho,Oneida,parks,0,
Idaho,Oneida,transit,0,
Idaho,Oneida,work,0,-42.0
Idaho,Oneida,home,0,
Idaho,Owyhee,retail_rec,0,-14.0
Idaho,Owyhee,groc_pharm,1,13.0
Idaho,Owyhee,parks,0,
Idaho,Owyhee,transit,0,
Idaho,Owyhee,work,0,-20.0
Idaho,Owyhee,home,0,
Idaho,Payette,retail_rec,1,-33.0
Idaho,Payette,groc_pharm,1,-10.0
Idaho,Payette,parks,0,
Idaho,Payette,transit,0,
Idaho,Payette,work,1,-26.0
Idaho,Payette,home,0,5.0
Idaho,Power,retail_rec,0,
Idaho,Power,groc_pharm,0,-7.0
Idaho,Power,parks,0,
Idaho,Power,transit,0,
Idaho,Power,work,0,-34.0
Idaho,Power,home,0,
Idaho,Shoshone,retail_rec,1,-31.0
Idaho,Shoshone,groc_pharm,1,4.0
Idaho,Shoshone,parks,0,
Idaho,Shoshone,transit,0,
Idaho,Shoshone,work,0,-31.0
Idaho,Shoshone,home,0,
Idaho,Teton,retail_rec,0,-73.0
Idaho,Teton,groc_pharm,0,-20.0
Idaho,Teton,parks,0,
Idaho,Teton,transit,0,
Idaho,Teton,work,0,-47.0
Idaho,Teton,home,0,
Idaho,Twin Falls,retail_rec,1,-43.0
Idaho,Twin Falls,groc_pharm,1,-13.0
Idaho,Twin Falls,parks,0,-6.0
Idaho,Twin Falls,transit,0,
Idaho,Twin Falls,work,1,-25.0
Idaho,Twin Falls,home,1,8.0
Idaho,Valley,retail_rec,1,-86.0
Idaho,Valley,groc_pharm,1,-58.0
Idaho,Valley,parks,0,-57.0
Idaho,Valley,transit,0,
Idaho,Valley,work,0,-60.0
Idaho,Valley,home,0,
Idaho,Washington,retail_rec,1,-23.0
Idaho,Washington,groc_pharm,1,-15.0
Idaho,Washington,parks,0,
Idaho,Washington,transit,0,
Idaho,Washington,work,0,-39.0
Idaho,Washington,home,0,
Illinois,Adams,retail_rec,1,-42.0
Illinois,Adams,groc_pharm,1,-15.0
Illinois,Adams,parks,0,
Illinois,Adams,transit,0,-30.0
Illinois,Adams,work,1,-27.0
Illinois,Adams,home,0,16.0
Illinois,Alexander,retail_rec,0,
Illinois,Alexander,groc_pharm,0,
Illinois,Alexander,parks,0,
Illinois,Alexander,transit,0,
Illinois,Alexander,work,0,-30.0
Illinois,Alexander,home,0,
Illinois,Bond,retail_rec,1,-36.0
Illinois,Bond,groc_pharm,0,-2.0
Illinois,Bond,parks,0,
Illinois,Bond,transit,1,-5.0
Illinois,Bond,work,0,-21.0
Illinois,Bond,home,0,
Illinois,Boone,retail_rec,1,-41.0
Illinois,Boone,groc_pharm,1,-23.0
Illinois,Boone,parks,0,
Illinois,Boone,transit,1,-65.0
Illinois,Boone,work,1,-38.0
Illinois,Boone,home,0,21.0
Illinois,Bureau,retail_rec,1,-43.0
Illinois,Bureau,groc_pharm,0,-9.0
Illinois,Bureau,parks,0,
Illinois,Bureau,transit,0,
Illinois,Bureau,work,1,-25.0
Illinois,Bureau,home,0,3.0
Illinois,Carroll,retail_rec,1,-60.0
Illinois,Carroll,groc_pharm,0,-9.0
Illinois,Carroll,parks,0,
Illinois,Carroll,transit,0,
Illinois,Carroll,work,0,-32.0
Illinois,Carroll,home,0,
Illinois,Cass,retail_rec,1,-21.0
Illinois,Cass,groc_pharm,0,-10.0
Illinois,Cass,parks,0,
Illinois,Cass,transit,0,
Illinois,Cass,work,0,-6.0
Illinois,Cass,home,0,
Illinois,Champaign,retail_rec,1,-54.0
Illinois,Champaign,groc_pharm,1,-29.0
Illinois,Champaign,parks,1,44.0
Illinois,Champaign,transit,1,-48.0
Illinois,Champaign,work,1,-40.0
Illinois,Champaign,home,1,13.0
Illinois,Christian,retail_rec,1,-31.0
Illinois,Christian,groc_pharm,1,-30.0
Illinois,Christian,parks,0,
Illinois,Christian,transit,0,
Illinois,Christian,work,1,-20.0
Illinois,Christian,home,0,9.0
Illinois,Clark,retail_rec,1,-28.0
Illinois,Clark,groc_pharm,0,
Illinois,Clark,parks,0,
Illinois,Clark,transit,1,-15.0
Illinois,Clark,work,1,-32.0
Illinois,Clark,home,0,
Illinois,Clay,retail_rec,1,-25.0
Illinois,Clay,groc_pharm,0,
Illinois,Clay,parks,0,
Illinois,Clay,transit,0,
Illinois,Clay,work,0,-27.0
Illinois,Clay,home,0,
Illinois,Clinton,retail_rec,1,-28.0
Illinois,Clinton,groc_pharm,1,-4.0
Illinois,Clinton,parks,0,
Illinois,Clinton,transit,0,
Illinois,Clinton,work,1,-29.0
Illinois,Clinton,home,0,14.0
Illinois,Coles,retail_rec,1,-35.0
Illinois,Coles,groc_pharm,1,-11.0
Illinois,Coles,parks,0,
Illinois,Coles,transit,0,
Illinois,Coles,work,1,-27.0
Illinois,Coles,home,0,18.0
Illinois,Cook,retail_rec,1,-58.0
Illinois,Cook,groc_pharm,1,-26.0
Illinois,Cook,parks,1,-45.0
Illinois,Cook,transit,1,-63.0
Illinois,Cook,work,1,-45.0
Illinois,Cook,home,1,15.0
Illinois,Crawford,retail_rec,1,-24.0
Illinois,Crawford,groc_pharm,0,2.0
Illinois,Crawford,parks,0,
Illinois,Crawford,transit,0,
Illinois,Crawford,work,1,-27.0
Illinois,Crawford,home,0,
Illinois,Cumberland,retail_rec,0,-65.0
Illinois,Cumberland,groc_pharm,0,
Illinois,Cumberland,parks,0,
Illinois,Cumberland,transit,1,-23.0
Illinois,Cumberland,work,0,-33.0
Illinois,Cumberland,home,0,
Illinois,De Witt,retail_rec,1,-65.0
Illinois,De Witt,groc_pharm,1,-29.0
Illinois,De Witt,parks,0,
Illinois,De Witt,transit,0,
Illinois,De Witt,work,0,-22.0
Illinois,De Witt,home,0,
Illinois,DeKalb,retail_rec,1,-52.0
Illinois,DeKalb,groc_pharm,1,-20.0
Illinois,DeKalb,parks,0,
Illinois,DeKalb,transit,0,
Illinois,DeKalb,work,1,-37.0
Illinois,DeKalb,home,1,14.0
Illinois,Douglas,retail_rec,1,-53.0
Illinois,Douglas,groc_pharm,1,-3.0
Illinois,Douglas,parks,0,
Illinois,Douglas,transit,0,
Illinois,Douglas,work,1,-30.0
Illinois,Douglas,home,0,
Illinois,DuPage,retail_rec,1,-60.0
Illinois,DuPage,groc_pharm,1,-29.0
Illinois,DuPage,parks,1,-42.0
Illinois,DuPage,transit,1,-51.0
Illinois,DuPage,work,1,-45.0
Illinois,DuPage,home,1,15.0
Illinois,Edgar,retail_rec,1,-25.0
Illinois,Edgar,groc_pharm,0,-20.0
Illinois,Edgar,parks,0,
Illinois,Edgar,transit,0,
Illinois,Edgar,work,1,-38.0
Illinois,Edgar,home,0,
Illinois,Edwards,retail_rec,0,
Illinois,Edwards,groc_pharm,0,
Illinois,Edwards,parks,0,
Illinois,Edwards,transit,0,
Illinois,Edwards,work,0,-39.0
Illinois,Edwards,home,0,
Illinois,Effingham,retail_rec,1,-42.0
Illinois,Effingham,groc_pharm,1,-2.0
Illinois,Effingham,parks,0,
Illinois,Effingham,transit,1,-26.0
Illinois,Effingham,work,1,-36.0
Illinois,Effingham,home,0,12.0
Illinois,Fayette,retail_rec,1,-33.0
Illinois,Fayette,groc_pharm,1,-16.0
Illinois,Fayette,parks,0,
Illinois,Fayette,transit,0,
Illinois,Fayette,work,1,-19.0
Illinois,Fayette,home,0,
Illinois,Ford,retail_rec,1,-59.0
Illinois,Ford,groc_pharm,0,-18.0
Illinois,Ford,parks,0,
Illinois,Ford,transit,0,
Illinois,Ford,work,0,-22.0
Illinois,Ford,home,0,
Illinois,Franklin,retail_rec,1,-17.0
Illinois,Franklin,groc_pharm,1,9.0
Illinois,Franklin,parks,0,
Illinois,Franklin,transit,0,-34.0
Illinois,Franklin,work,1,-28.0
Illinois,Franklin,home,0,14.0
Illinois,Fulton,retail_rec,1,-37.0
Illinois,Fulton,groc_pharm,1,-19.0
Illinois,Fulton,parks,0,
Illinois,Fulton,transit,0,
Illinois,Fulton,work,1,-26.0
Illinois,Fulton,home,0,17.0
Illinois,Greene,retail_rec,0,-46.0
Illinois,Greene,groc_pharm,0,-2.0
Illinois,Greene,parks,0,
Illinois,Greene,transit,0,
Illinois,Greene,work,0,-21.0
Illinois,Greene,home,0,
Illinois,Grundy,retail_rec,1,-43.0
Illinois,Grundy,groc_pharm,1,-24.0
Illinois,Grundy,parks,0,
Illinois,Grundy,transit,1,-22.0
Illinois,Grundy,work,1,-34.0
Illinois,Grundy,home,0,19.0
Illinois,Hamilton,retail_rec,0,-50.0
Illinois,Hamilton,groc_pharm,0,
Illinois,Hamilton,parks,0,
Illinois,Hamilton,transit,0,
Illinois,Hamilton,work,0,-33.0
Illinois,Hamilton,home,0,
Illinois,Hancock,retail_rec,0,-44.0
Illinois,Hancock,groc_pharm,0,-16.0
Illinois,Hancock,parks,0,
Illinois,Hancock,transit,0,
Illinois,Hancock,work,1,-24.0
Illinois,Hancock,home,0,
Illinois,Henderson,retail_rec,0,
Illinois,Henderson,groc_pharm,0,
Illinois,Henderson,parks,0,
Illinois,Henderson,transit,0,
Illinois,Henderson,work,0,-23.0
Illinois,Henderson,home,0,
Illinois,Henry,retail_rec,1,-44.0
Illinois,Henry,groc_pharm,1,-18.0
Illinois,Henry,parks,0,
Illinois,Henry,transit,1,-35.0
Illinois,Henry,work,1,-31.0
Illinois,Henry,home,0,18.0
Illinois,Iroquois,retail_rec,1,-38.0
Illinois,Iroquois,groc_pharm,0,-2.0
Illinois,Iroquois,parks,0,
Illinois,Iroquois,transit,1,-39.0
Illinois,Iroquois,work,1,-24.0
Illinois,Iroquois,home,0,3.0
Illinois,Jackson,retail_rec,1,-47.0
Illinois,Jackson,groc_pharm,1,-14.0
Illinois,Jackson,parks,0,22.0
Illinois,Jackson,transit,0,
Illinois,Jackson,work,1,-33.0
Illinois,Jackson,home,0,18.0
Illinois,Jasper,retail_rec,0,-41.0
Illinois,Jasper,groc_pharm,0,
Illinois,Jasper,parks,0,
Illinois,Jasper,transit,0,
Illinois,Jasper,work,0,-27.0
Illinois,Jasper,home,0,
Illinois,Jefferson,retail_rec,1,-37.0
Illinois,Jefferson,groc_pharm,1,-21.0
Illinois,Jefferson,parks,0,
Illinois,Jefferson,transit,1,-10.0
Illinois,Jefferson,work,1,-39.0
Illinois,Jefferson,home,0,14.0
Illinois,Jersey,retail_rec,1,-39.0
Illinois,Jersey,groc_pharm,0,10.0
Illinois,Jersey,parks,0,
Illinois,Jersey,transit,0,
Illinois,Jersey,work,1,-23.0
Illinois,Jersey,home,0,
Illinois,Jo Daviess,retail_rec,1,-59.0
Illinois,Jo Daviess,groc_pharm,1,-13.0
Illinois,Jo Daviess,parks,0,
Illinois,Jo Daviess,transit,0,
Illinois,Jo Daviess,work,1,-38.0
Illinois,Jo Daviess,home,0,
Illinois,Johnson,retail_rec,0,-22.0
Illinois,Johnson,groc_pharm,0,
Illinois,Johnson,parks,0,-20.0
Illinois,Johnson,transit,0,
Illinois,Johnson,work,0,-35.0
Illinois,Johnson,home,0,
Illinois,Kane,retail_rec,1,-57.0
Illinois,Kane,groc_pharm,1,-27.0
Illinois,Kane,parks,1,-20.0
Illinois,Kane,transit,1,-46.0
Illinois,Kane,work,1,-39.0
Illinois,Kane,home,1,14.0
Illinois,Kankakee,retail_rec,1,-48.0
Illinois,Kankakee,groc_pharm,1,-20.0
Illinois,Kankakee,parks,0,
Illinois,Kankakee,transit,1,-15.0
Illinois,Kankakee,work,1,-29.0
Illinois,Kankakee,home,1,11.0
Illinois,Kendall,retail_rec,1,-46.0
Illinois,Kendall,groc_pharm,1,-28.0
Illinois,Kendall,parks,0,-25.0
Illinois,Kendall,transit,0,
Illinois,Kendall,work,1,-38.0
Illinois,Kendall,home,1,17.0
Illinois,Knox,retail_rec,1,-50.0
Illinois,Knox,groc_pharm,1,3.0
Illinois,Knox,parks,0,
Illinois,Knox,transit,1,-31.0
Illinois,Knox,work,1,-32.0
Illinois,Knox,home,0,16.0
Illinois,LaSalle,retail_rec,1,-53.0
Illinois,LaSalle,groc_pharm,1,0.0
Illinois,LaSalle,parks,0,-62.0
Illinois,LaSalle,transit,1,-18.0
Illinois,LaSalle,work,1,-32.0
Illinois,LaSalle,home,1,11.0
Illinois,Lake,retail_rec,1,-57.0
Illinois,Lake,groc_pharm,1,-25.0
Illinois,Lake,parks,1,-36.0
Illinois,Lake,transit,1,-58.0
Illinois,Lake,work,1,-41.0
Illinois,Lake,home,1,14.0
Illinois,Lawrence,retail_rec,1,-17.0
Illinois,Lawrence,groc_pharm,0,
Illinois,Lawrence,parks,0,
Illinois,Lawrence,transit,0,
Illinois,Lawrence,work,0,-17.0
Illinois,Lawrence,home,0,
Illinois,Lee,retail_rec,1,-39.0
Illinois,Lee,groc_pharm,1,-18.0
Illinois,Lee,parks,0,
Illinois,Lee,transit,0,
Illinois,Lee,work,1,-24.0
Illinois,Lee,home,0,13.0
Illinois,Livingston,retail_rec,1,-44.0
Illinois,Livingston,groc_pharm,1,-1.0
Illinois,Livingston,parks,0,
Illinois,Livingston,transit,0,
Illinois,Livingston,work,1,-27.0
Illinois,Livingston,home,0,17.0
Illinois,Logan,retail_rec,1,-40.0
Illinois,Logan,groc_pharm,1,-31.0
Illinois,Logan,parks,0,
Illinois,Logan,transit,0,
Illinois,Logan,work,1,-25.0
Illinois,Logan,home,0,6.0
Illinois,Macon,retail_rec,1,-43.0
Illinois,Macon,groc_pharm,1,-14.0
Illinois,Macon,parks,0,
Illinois,Macon,transit,0,-20.0
Illinois,Macon,work,1,-30.0
Illinois,Macon,home,1,10.0
Illinois,Macoupin,retail_rec,1,-40.0
Illinois,Macoupin,groc_pharm,1,1.0
Illinois,Macoupin,parks,0,
Illinois,Macoupin,transit,0,
Illinois,Macoupin,work,1,-30.0
Illinois,Macoupin,home,0,17.0
Illinois,Madison,retail_rec,1,-39.0
Illinois,Madison,groc_pharm,1,-17.0
Illinois,Madison,parks,1,58.0
Illinois,Madison,transit,1,-24.0
Illinois,Madison,work,1,-34.0
Illinois,Madison,home,1,10.0
Illinois,Marion,retail_rec,1,-39.0
Illinois,Marion,groc_pharm,1,-5.0
Illinois,Marion,parks,0,
Illinois,Marion,transit,0,
Illinois,Marion,work,1,-33.0
Illinois,Marion,home,0,14.0
Illinois,Marshall,retail_rec,0,-72.0
Illinois,Marshall,groc_pharm,0,
Illinois,Marshall,parks,0,
Illinois,Marshall,transit,0,
Illinois,Marshall,work,0,-39.0
Illinois,Marshall,home,0,
Illinois,Mason,retail_rec,1,-32.0
Illinois,Mason,groc_pharm,0,4.0
Illinois,Mason,parks,0,
Illinois,Mason,transit,0,
Illinois,Mason,work,0,-27.0
Illinois,Mason,home,0,
Illinois,Massac,retail_rec,1,-48.0
Illinois,Massac,groc_pharm,1,-18.0
Illinois,Massac,parks,0,
Illinois,Massac,transit,0,
Illinois,Massac,work,1,-22.0
Illinois,Massac,home,0,
Illinois,McDonough,retail_rec,1,-40.0
Illinois,McDonough,groc_pharm,1,-13.0
Illinois,McDonough,parks,0,
Illinois,McDonough,transit,0,
Illinois,McDonough,work,1,-28.0
Illinois,McDonough,home,0,0.0
