state,county,type,conf,delta
Missouri,Laclede,retail_rec,1,-21.0
Missouri,Laclede,groc_pharm,1,-2.0
Missouri,Laclede,parks,0,
Missouri,Laclede,transit,0,
Missouri,Laclede,work,1,-22.0
Missouri,Laclede,home,0,13.0
Missouri,Lafayette,retail_rec,1,-24.0
Missouri,Lafayette,groc_pharm,1,-8.0
Missouri,Lafayette,parks,0,
Missouri,Lafayette,transit,1,-19.0
Missouri,Lafayette,work,1,-24.0
Missouri,Lafayette,home,0,13.0
Missouri,Lawrence,retail_rec,1,-5.0
Missouri,Lawrence,groc_pharm,1,-2.0
Missouri,Lawrence,parks,0,
Missouri,Lawrence,transit,1,-17.0
Missouri,Lawrence,work,1,-25.0
Missouri,Lawrence,home,0,11.0
Missouri,Lewis,retail_rec,0,-14.0
Missouri,Lewis,groc_pharm,0,
Missouri,Lewis,parks,0,
Missouri,Lewis,transit,0,
Missouri,Lewis,work,0,-13.0
Missouri,Lewis,home,0,
Missouri,Lincoln,retail_rec,1,-40.0
Missouri,Lincoln,groc_pharm,1,-14.0
Missouri,Lincoln,parks,0,
Missouri,Lincoln,transit,0,
Missouri,Lincoln,work,1,-32.0
Missouri,Lincoln,home,0,18.0
Missouri,Linn,retail_rec,1,-19.0
Missouri,Linn,groc_pharm,0,-7.0
Missouri,Linn,parks,0,
Missouri,Linn,transit,0,
Missouri,Linn,work,0,-7.0
Missouri,Linn,home,0,
Missouri,Livingston,retail_rec,1,-15.0
Missouri,Livingston,groc_pharm,1,-6.0
Missouri,Livingston,parks,0,
Missouri,Livingston,transit,0,
Missouri,Livingston,work,0,-25.0
Missouri,Livingston,home,0,
Missouri,Macon,retail_rec,1,-29.0
Missouri,Macon,groc_pharm,1,-19.0
Missouri,Macon,parks,0,
Missouri,Macon,transit,0,-30.0
Missouri,Macon,work,0,-19.0
Missouri,Macon,home,0,
Missouri,Madison,retail_rec,1,-5.0
Missouri,Madison,groc_pharm,0,
Missouri,Madison,parks,0,
Missouri,Madison,transit,0,
Missouri,Madison,work,0,-22.0
Missouri,Madison,home,0,
Missouri,Maries,retail_rec,0,
Missouri,Maries,groc_pharm,0,
Missouri,Maries,parks,0,
Missouri,Maries,transit,0,
Missouri,Maries,work,0,-21.0
Missouri,Maries,home,0,
Missouri,Marion,retail_rec,1,-38.0
Missouri,Marion,groc_pharm,1,1.0
Missouri,Marion,parks,0,
Missouri,Marion,transit,0,-46.0
Missouri,Marion,work,1,-26.0
Missouri,Marion,home,0,13.0
Missouri,McDonald,retail_rec,1,-9.0
Missouri,McDonald,groc_pharm,1,9.0
Missouri,McDonald,parks,0,
Missouri,McDonald,transit,0,
Missouri,McDonald,work,1,-25.0
Missouri,McDonald,home,0,-4.0
Missouri,Miller,retail_rec,1,-15.0
Missouri,Miller,groc_pharm,1,3.0
Missouri,Miller,parks,0,-32.0
Missouri,Miller,transit,0,
Missouri,Miller,work,1,-24.0
Missouri,Miller,home,0,-3.0
Missouri,Mississippi,retail_rec,1,-38.0
Missouri,Mississippi,groc_pharm,0,
Missouri,Mississippi,parks,0,
Missouri,Mississippi,transit,1,-13.0
Missouri,Mississippi,work,0,-16.0
Missouri,Mississippi,home,0,
Missouri,Moniteau,retail_rec,1,-18.0
Missouri,Moniteau,groc_pharm,0,14.0
Missouri,Moniteau,parks,0,
Missouri,Moniteau,transit,0,
Missouri,Moniteau,work,0,-25.0
Missouri,Moniteau,home,0,
Missouri,Monroe,retail_rec,0,-54.0
Missouri,Monroe,groc_pharm,0,
Missouri,Monroe,parks,0,
Missouri,Monroe,transit,0,
Missouri,Monroe,work,0,-24.0
Missouri,Monroe,home,0,
Missouri,Montgomery,retail_rec,0,-54.0
Missouri,Montgomery,groc_pharm,0,-8.0
Missouri,Montgomery,parks,0,
Missouri,Montgomery,transit,0,
Missouri,Montgomery,work,0,-18.0
Missouri,Montgomery,home,0,
Missouri,Morgan,retail_rec,1,-17.0
Missouri,Morgan,groc_pharm,1,23.0
Missouri,Morgan,parks,0,
Missouri,Morgan,transit,0,
Missouri,Morgan,work,1,-33.0
Missouri,Morgan,home,0,
Missouri,New Madrid,retail_rec,1,-22.0
Missouri,New Madrid,groc_pharm,1,-4.0
Missouri,New Madrid,parks,0,
Missouri,New Madrid,transit,1,-12.0
Missouri,New Madrid,work,0,-23.0
Missouri,New Madrid,home,0,
Missouri,Newton,retail_rec,1,-27.0
Missouri,Newton,groc_pharm,1,-7.0
Missouri,Newton,parks,0,7.0
Missouri,Newton,transit,1,-19.0
Missouri,Newton,work,1,-26.0
Missouri,Newton,home,0,13.0
Missouri,Nodaway,retail_rec,1,-30.0
Missouri,Nodaway,groc_pharm,1,-10.0
Missouri,Nodaway,parks,0,
Missouri,Nodaway,transit,0,
Missouri,Nodaway,work,1,-16.0
Missouri,Nodaway,home,0,
Missouri,Oregon,retail_rec,1,-2.0
Missouri,Oregon,groc_pharm,0,4.0
Missouri,Oregon,parks,0,
Missouri,Oregon,transit,0,
Missouri,Oregon,work,0,-19.0
Missouri,Oregon,home,0,
Missouri,Osage,retail_rec,0,-47.0
Missouri,Osage,groc_pharm,0,-6.0
Missouri,Osage,parks,0,
Missouri,Osage,transit,0,
Missouri,Osage,work,0,-26.0
Missouri,Osage,home,0,
Missouri,Ozark,retail_rec,0,
Missouri,Ozark,groc_pharm,0,
Missouri,Ozark,parks,0,
Missouri,Ozark,transit,0,
Missouri,Ozark,work,0,-17.0
Missouri,Ozark,home,0,
Missouri,Pemiscot,retail_rec,0,-37.0
Missouri,Pemiscot,groc_pharm,1,5.0
Missouri,Pemiscot,parks,0,
Missouri,Pemiscot,transit,1,-27.0
Missouri,Pemiscot,work,0,-26.0
Missouri,Pemiscot,home,0,
Missouri,Perry,retail_rec,1,-33.0
Missouri,Perry,groc_pharm,1,-13.0
Missouri,Perry,parks,0,
Missouri,Perry,transit,0,
Missouri,Perry,work,1,-33.0
Missouri,Perry,home,0,
Missouri,Pettis,retail_rec,1,-27.0
Missouri,Pettis,groc_pharm,1,7.0
Missouri,Pettis,parks,0,
Missouri,Pettis,transit,0,
Missouri,Pettis,work,1,-22.0
Missouri,Pettis,home,0,15.0
Missouri,Phelps,retail_rec,1,-37.0
Missouri,Phelps,groc_pharm,1,-17.0
Missouri,Phelps,parks,0,
Missouri,Phelps,transit,1,-18.0
Missouri,Phelps,work,1,-27.0
Missouri,Phelps,home,0,16.0
Missouri,Pike,retail_rec,1,-28.0
Missouri,Pike,groc_pharm,1,-2.0
Missouri,Pike,parks,0,
Missouri,Pike,transit,0,
Missouri,Pike,work,1,-26.0
Missouri,Pike,home,0,
Missouri,Platte,retail_rec,1,-46.0
Missouri,Platte,groc_pharm,1,15.0
Missouri,Platte,parks,0,-19.0
Missouri,Platte,transit,1,-80.0
Missouri,Platte,work,1,-40.0
Missouri,Platte,home,1,15.0
Missouri,Polk,retail_rec,1,-24.0
Missouri,Polk,groc_pharm,1,-13.0
Missouri,Polk,parks,0,-46.0
Missouri,Polk,transit,0,
Missouri,Polk,work,1,-23.0
Missouri,Polk,home,0,10.0
Missouri,Pulaski,retail_rec,1,-32.0
Missouri,Pulaski,groc_pharm,1,-9.0
Missouri,Pulaski,parks,0,
Missouri,Pulaski,transit,0,-45.0
Missouri,Pulaski,work,1,-19.0
Missouri,Pulaski,home,0,13.0
Missouri,Putnam,retail_rec,0,
Missouri,Putnam,groc_pharm,0,
Missouri,Putnam,parks,0,
Missouri,Putnam,transit,0,
Missouri,Putnam,work,0,-28.0
Missouri,Putnam,home,0,
Missouri,Ralls,retail_rec,0,-54.0
Missouri,Ralls,groc_pharm,0,
Missouri,Ralls,parks,0,
Missouri,Ralls,transit,0,-9.0
Missouri,Ralls,work,0,-22.0
Missouri,Ralls,home,0,
Missouri,Randolph,retail_rec,1,-31.0
Missouri,Randolph,groc_pharm,1,-17.0
Missouri,Randolph,parks,0,
Missouri,Randolph,transit,0,
Missouri,Randolph,work,1,-18.0
Missouri,Randolph,home,0,1.0
Missouri,Ray,retail_rec,1,-14.0
Missouri,Ray,groc_pharm,1,1.0
Missouri,Ray,parks,0,
Missouri,Ray,transit,0,
Missouri,Ray,work,1,-22.0
Missouri,Ray,home,0,7.0
Missouri,Ripley,retail_rec,1,-5.0
Missouri,Ripley,groc_pharm,0,-2.0
Missouri,Ripley,parks,0,
Missouri,Ripley,transit,0,
Missouri,Ripley,work,0,-28.0
Missouri,Ripley,home,0,
Missouri,Saline,retail_rec,1,-26.0
Missouri,Saline,groc_pharm,1,0.0
Missouri,Saline,parks,0,
Missouri,Saline,transit,0,
Missouri,Saline,work,1,3.0
Missouri,Saline,home,0,0.0
Missouri,Scott,retail_rec,1,-34.0
Missouri,Scott,groc_pharm,1,0.0
Missouri,Scott,parks,0,
Missouri,Scott,transit,0,-19.0
Missouri,Scott,work,1,-21.0
Missouri,Scott,home,0,11.0
Missouri,Shannon,retail_rec,0,
Missouri,Shannon,groc_pharm,0,
Missouri,Shannon,parks,0,
Missouri,Shannon,transit,0,
Missouri,Shannon,work,0,-29.0
Missouri,Shannon,home,0,
Missouri,Shelby,retail_rec,0,
Missouri,Shelby,groc_pharm,0,
Missouri,Shelby,parks,0,
Missouri,Shelby,transit,0,
Missouri,Shelby,work,0,-28.0
Missouri,Shelby,home,0,
Missouri,St. Charles,retail_rec,1,-45.0
Missouri,St. Charles,groc_pharm,1,-13.0
Missouri,St. Charles,parks,1,63.0
Missouri,St. Charles,transit,1,-16.0
Missouri,St. Charles,work,1,-37.0
Missouri,St. Charles,home,1,11.0
Missouri,St. Clair,retail_rec,0,-27.0
Missouri,St. Clair,groc_pharm,0,-4.0
Missouri,St. Clair,parks,0,
Missouri,St. Clair,transit,0,
Missouri,St. Clair,work,0,-17.0
Missouri,St. Clair,home,0,
Missouri,St. Francois,retail_rec,1,-26.0
Missouri,St. Francois,groc_pharm,1,3.0
Missouri,St. Francois,parks,0,-29.0
Missouri,St. Francois,transit,0,
Missouri,St. Francois,work,1,-15.0
Missouri,St. Francois,home,0,13.0
Missouri,St. Louis,retail_rec,1,-52.0
Missouri,St. Louis,groc_pharm,1,-7.0
Missouri,St. Louis,parks,1,34.0
Missouri,St. Louis,transit,1,-35.0
Missouri,St. Louis,work,1,-36.0
Missouri,St. Louis,home,1,11.0
Missouri,St. Louis,retail_rec,1,-45.0
Missouri,St. Louis,groc_pharm,1,-21.0
Missouri,St. Louis,parks,1,87.0
Missouri,St. Louis,transit,1,-59.0
Missouri,St. Louis,work,1,-38.0
Missouri,St. Louis,home,1,11.0
Missouri,Ste. Genevieve,retail_rec,1,-30.0
Missouri,Ste. Genevieve,groc_pharm,0,
Missouri,Ste. Genevieve,parks,0,
Missouri,Ste. Genevieve,transit,1,-3.0
Missouri,Ste. Genevieve,work,1,-17.0
Missouri,Ste. Genevieve,home,0,
Missouri,Stoddard,retail_rec,1,-19.0
Missouri,Stoddard,groc_pharm,1,-5.0
Missouri,Stoddard,parks,0,
Missouri,Stoddard,transit,0,
Missouri,Stoddard,work,1,-18.0
Missouri,Stoddard,home,0,-2.0
Missouri,Stone,retail_rec,1,-16.0
Missouri,Stone,groc_pharm,1,19.0
Missouri,Stone,parks,0,
Missouri,Stone,transit,0,
Missouri,Stone,work,1,-39.0
Missouri,Stone,home,0,9.0
Missouri,Sullivan,retail_rec,0,
Missouri,Sullivan,groc_pharm,0,
Missouri,Sullivan,parks,0,
Missouri,Sullivan,transit,0,
Missouri,Sullivan,work,0,-7.0
Missouri,Sullivan,home,0,
Missouri,Taney,retail_rec,1,-47.0
Missouri,Taney,groc_pharm,1,-7.0
Missouri,Taney,parks,1,41.0
Missouri,Taney,transit,0,
Missouri,Taney,work,1,-49.0
Missouri,Taney,home,1,13.0
Missouri,Texas,retail_rec,1,-21.0
Missouri,Texas,groc_pharm,1,13.0
Missouri,Texas,parks,0,
Missouri,Texas,transit,0,
Missouri,Texas,work,1,-23.0
Missouri,Texas,home,0,
Missouri,Vernon,retail_rec,1,-21.0
Missouri,Vernon,groc_pharm,1,13.0
Missouri,Vernon,parks,0,
Missouri,Vernon,transit,0,-24.0
Missouri,Vernon,work,1,-14.0
Missouri,Vernon,home,0,
Missouri,Warren,retail_rec,1,-25.0
Missouri,Warren,groc_pharm,1,-5.0
Missouri,Warren,parks,0,
Missouri,Warren,transit,1,-4.0
Missouri,Warren,work,1,-26.0
Missouri,Warren,home,0,16.0
Missouri,Washington,retail_rec,1,-9.0
Missouri,Washington,groc_pharm,0,-9.0
Missouri,Washington,parks,0,
Missouri,Washington,transit,0,
Missouri,Washington,work,1,-14.0
Missouri,Washington,home,0,
Missouri,Wayne,retail_rec,0,-21.0
Missouri,Wayne,groc_pharm,1,6.0
Missouri,Wayne,parks,0,
Missouri,Wayne,transit,0,
Missouri,Wayne,work,0,-29.0
Missouri,Wayne,home,0,
Missouri,Webster,retail_rec,1,-1.0
Missouri,Webster,groc_pharm,1,-13.0
Missouri,Webster,parks,0,
Missouri,Webster,transit,0,-38.0
Missouri,Webster,work,1,-31.0
Missouri,Webster,home,0,16.0
Missouri,Wright,retail_rec,1,-27.0
Missouri,Wright,groc_pharm,1,2.0
Missouri,Wright,parks,0,
Missouri,Wright,transit,0,
Missouri,Wright,work,1,-19.0
Missouri,Wright,home,0,
Montana,Beaverhead,retail_rec,1,-31.0
Montana,Beaverhead,groc_pharm,1,-11.0
Montana,Beaverhead,parks,0,
Montana,Beaverhead,transit,0,
Montana,Beaverhead,work,0,-31.0
Montana,Beaverhead,home,0,
Montana,Big Horn,retail_rec,0,-51.0
Montana,Big Horn,groc_pharm,0,-7.0
Montana,Big Horn,parks,0,
Montana,Big Horn,transit,1,-13.0
Montana,Big Horn,work,0,-28.0
Montana,Big Horn,home,0,
Montana,Blaine,retail_rec,0,
Montana,Blaine,groc_pharm,0,
Montana,Blaine,parks,0,
Montana,Blaine,transit,0,
Montana,Blaine,work,0,-41.0
Montana,Blaine,home,0,
Montana,Broadwater,retail_rec,0,-62.0
Montana,Broadwater,groc_pharm,1,-3.0
Montana,Broadwater,parks,0,
Montana,Broadwater,transit,0,
Montana,Broadwater,work,0,-33.0
Montana,Broadwater,home,0,
Montana,Carbon,retail_rec,0,-63.0
Montana,Carbon,groc_pharm,0,-30.0
Montana,Carbon,parks,0,
Montana,Carbon,transit,0,
Montana,Carbon,work,0,-45.0
Montana,Carbon,home,0,
Montana,Cascade,retail_rec,1,-48.0
Montana,Cascade,groc_pharm,1,-26.0
Montana,Cascade,parks,0,-22.0
Montana,Cascade,transit,0,-70.0
Montana,Cascade,work,1,-32.0
Montana,Cascade,home,1,12.0
Montana,Custer,retail_rec,1,-48.0
Montana,Custer,groc_pharm,0,
Montana,Custer,parks,0,
Montana,Custer,transit,0,
Montana,Custer,work,0,-28.0
Montana,Custer,home,0,
Montana,Dawson,retail_rec,0,-60.0
Montana,Dawson,groc_pharm,0,-7.0
Montana,Dawson,parks,0,
Montana,Dawson,transit,0,
Montana,Dawson,work,0,-23.0
Montana,Dawson,home,0,
Montana,Deer Lodge,retail_rec,0,-57.0
Montana,Deer Lodge,groc_pharm,0,-26.0
Montana,Deer Lodge,parks,0,
Montana,Deer Lodge,transit,0,
Montana,Deer Lodge,work,0,-31.0
Montana,Deer Lodge,home,0,
Montana,Fergus,retail_rec,0,-45.0
Montana,Fergus,groc_pharm,1,-31.0
Montana,Fergus,parks,0,
Montana,Fergus,transit,0,
Montana,Fergus,work,0,-32.0
Montana,Fergus,home,0,
Montana,Flathead,retail_rec,1,-53.0
Montana,Flathead,groc_pharm,1,-29.0
Montana,Flathead,parks,1,-35.0
Montana,Flathead,transit,1,-50.0
Montana,Flathead,work,1,-42.0
Montana,Flathead,home,1,10.0
Montana,Gallatin,retail_rec,1,-63.0
Montana,Gallatin,groc_pharm,1,-39.0
Montana,Gallatin,parks,1,61.0
Montana,Gallatin,transit,1,-66.0
Montana,Gallatin,work,1,-51.0
Montana,Gallatin,home,1,12.0
Montana,Glacier,retail_rec,0,-71.0
Montana,Glacier,groc_pharm,1,-28.0
Montana,Glacier,parks,0,
Montana,Glacier,transit,0,
Montana,Glacier,work,0,-45.0
Montana,Glacier,home,0,
Montana,Hill,retail_rec,1,-42.0
Montana,Hill,groc_pharm,1,-4.0
Montana,Hill,parks,0,
Montana,Hill,transit,0,
Montana,Hill,work,1,-24.0
Montana,Hill,home,0,
Montana,Jefferson,retail_rec,0,-69.0
Montana,Jefferson,groc_pharm,0,
Montana,Jefferson,parks,0,
Montana,Jefferson,transit,0,
Montana,Jefferson,work,0,-36.0
Montana,Jefferson,home,0,
Montana,Lake,retail_rec,1,-41.0
Montana,Lake,groc_pharm,1,-22.0
Montana,Lake,parks,0,
Montana,Lake,transit,0,
Montana,Lake,work,1,-31.0
Montana,Lake,home,0,1.0
Montana,Lincoln,retail_rec,1,-51.0
Montana,Lincoln,groc_pharm,1,-34.0
Montana,Lincoln,parks,0,19.0
Montana,Lincoln,transit,0,
Montana,Lincoln,work,1,-37.0
Montana,Lincoln,home,0,18.0
Montana,Madison,retail_rec,1,-100.0
Montana,Madison,groc_pharm,0,
Montana,Madison,parks,0,-42.0
Montana,Madison,transit,0,
Montana,Madison,work,0,-44.0
Montana,Madison,home,0,
Montana,Mineral,retail_rec,0,
Montana,Mineral,groc_pharm,0,-54.0
Montana,Mineral,parks,0,
Montana,Mineral,transit,0,
Montana,Mineral,work,0,-38.0
Montana,Mineral,home,0,
Montana,Missoula,retail_rec,1,-55.0
Montana,Missoula,groc_pharm,1,-30.0
Montana,Missoula,parks,1,31.0
Montana,Missoula,transit,1,-28.0
Montana,Missoula,work,1,-36.0
Montana,Missoula,home,1,11.0
Montana,Park,retail_rec,1,-54.0
Montana,Park,groc_pharm,1,-29.0
Montana,Park,parks,0,
Montana,Park,transit,0,
Montana,Park,work,1,-44.0
Montana,Park,home,0,
Montana,Pondera,retail_rec,0,-53.0
Montana,Pondera,groc_pharm,0,
Montana,Pondera,parks,0,
Montana,Pondera,transit,0,
Montana,Pondera,work,0,
Montana,Pondera,home,0,
Montana,Powell,retail_rec,0,
Montana,Powell,groc_pharm,0,
Montana,Powell,parks,0,
Montana,Powell,transit,0,
Montana,Powell,work,0,-30.0
Montana,Powell,home,0,
Montana,Ravalli,retail_rec,1,-49.0
Montana,Ravalli,groc_pharm,1,-20.0
Montana,Ravalli,parks,0,
Montana,Ravalli,transit,0,
Montana,Ravalli,work,1,-39.0
Montana,Ravalli,home,0,11.0
Montana,Richland,retail_rec,1,-36.0
Montana,Richland,groc_pharm,1,-22.0
Montana,Richland,parks,0,
Montana,Richland,transit,0,
Montana,Richland,work,0,-41.0
Montana,Richland,home,0,
Montana,Roosevelt,retail_rec,0,-25.0
Montana,Roosevelt,groc_pharm,0,-20.0
Montana,Roosevelt,parks,0,
Montana,Roosevelt,transit,0,
Montana,Roosevelt,work,0,-42.0
Montana,Roosevelt,home,0,
Montana,Rosebud,retail_rec,0,
Montana,Rosebud,groc_pharm,0,
Montana,Rosebud,parks,0,
Montana,Rosebud,transit,0,
Montana,Rosebud,work,0,-30.0
Montana,Rosebud,home,0,
Montana,Sanders,retail_rec,0,-62.0
Montana,Sanders,groc_pharm,0,-27.0
Montana,Sanders,parks,0,
Montana,Sanders,transit,0,
Montana,Sanders,work,0,-36.0
Montana,Sanders,home,0,
Montana,Silver Bow,retail_rec,1,-45.0
Montana,Silver Bow,groc_pharm,1,-15.0
Montana,Silver Bow,parks,0,
Montana,Silver Bow,transit,1,-20.0
Montana,Silver Bow,work,1,-37.0
Montana,Silver Bow,home,0,13.0
Montana,Stillwater,retail_rec,0,-47.0
Montana,Stillwater,groc_pharm,0,
Montana,Stillwater,parks,0,
Montana,Stillwater,transit,0,-4.0
Montana,Stillwater,work,0,-33.0
Montana,Stillwater,home,0,
Montana,Teton,retail_rec,0,
Montana,Teton,groc_pharm,0,
Montana,Teton,parks,0,
Montana,Teton,transit,0,
Montana,Teton,work,0,-38.0
Montana,Teton,home,0,
Montana,Valley,retail_rec,0,-64.0
Montana,Valley,groc_pharm,0,
Montana,Valley,parks,0,
Montana,Valley,transit,0,
Montana,Valley,work,0,-28.0
Montana,Valley,home,0,
Montana,Yellowstone,retail_rec,1,-49.0
Montana,Yellowstone,groc_pharm,1,-21.0
Montana,Yellowstone,parks,1,114.0
Montana,Yellowstone,transit,1,-45.0
Montana,Yellowstone,work,1,-32.0
Montana,Yellowstone,home,1,8.0
Nebraska,Adams,retail_rec,1,-24.0
Nebraska,Adams,groc_pharm,1,-14.0
Nebraska,Adams,parks,0,
Nebraska,Adams,transit,0,
Nebraska,Adams,work,1,-18.0
Nebraska,Adams,home,0,13.0
Nebraska,Box Butte,retail_rec,1,-20.0
Nebraska,Box Butte,groc_pharm,1,-7.0
Nebraska,Box Butte,parks,0,
Nebraska,Box Butte,transit,0,
Nebraska,Box Butte,work,0,-14.0
Nebraska,Box Butte,home,0,
Nebraska,Buffalo,retail_rec,1,-39.0
Nebraska,Buffalo,groc_pharm,1,-16.0
Nebraska,Buffalo,parks,0,
Nebraska,Buffalo,transit,1,-3.0
Nebraska,Buffalo,work,1,-28.0
Nebraska,Buffalo,home,0,17.0
Nebraska,Burt,retail_rec,0,-58.0
Nebraska,Burt,groc_pharm,0,
Nebraska,Burt,parks,0,
Nebraska,Burt,transit,0,
Nebraska,Burt,work,0,-18.0
Nebraska,Burt,home,0,
Nebraska,Butler,retail_rec,0,-53.0
Nebraska,Butler,groc_pharm,0,
Nebraska,Butler,parks,0,
Nebraska,Butler,transit,0,
Nebraska,Butler,work,0,-19.0
Nebraska,Butler,home,0,
Nebraska,Cass,retail_rec,1,-33.0
Nebraska,Cass,groc_pharm,0,
Nebraska,Cass,parks,0,-63.0
Nebraska,Cass,transit,0,
Nebraska,Cass,work,1,-28.0
Nebraska,Cass,home,0,12.0
Nebraska,Cedar,retail_rec,0,
Nebraska,Cedar,groc_pharm,0,
Nebraska,Cedar,parks,0,
Nebraska,Cedar,transit,0,
Nebraska,Cedar,work,0,-19.0
Nebraska,Cedar,home,0,
Nebraska,Cherry,retail_rec,0,-70.0
Nebraska,Cherry,groc_pharm,0,
Nebraska,Cherry,parks,0,
Nebraska,Cherry,transit,0,
Nebraska,Cherry,work,0,-34.0
Nebraska,Cherry,home,0,
Nebraska,Cheyenne,retail_rec,1,-21.0
Nebraska,Cheyenne,groc_pharm,0,-20.0
Nebraska,Cheyenne,parks,0,
Nebraska,Cheyenne,transit,1,-1.0
Nebraska,Cheyenne,work,0,-26.0
Nebraska,Cheyenne,home,0,
Nebraska,Clay,retail_rec,0,
Nebraska,Clay,groc_pharm,0,
Nebraska,Clay,parks,0,
Nebraska,Clay,transit,0,
Nebraska,Clay,work,0,-28.0
Nebraska,Clay,home,0,
Nebraska,Colfax,retail_rec,0,-52.0
Nebraska,Colfax,groc_pharm,0,-10.0
Nebraska,Colfax,parks,0,
Nebraska,Colfax,transit,0,
Nebraska,Colfax,work,0,-6.0
Nebraska,Colfax,home,0,
Nebraska,Cuming,retail_rec,0,-29.0
Nebraska,Cuming,groc_pharm,0,
Nebraska,Cuming,parks,0,
Nebraska,Cuming,transit,0,
Nebraska,Cuming,work,0,-24.0
Nebraska,Cuming,home,0,
Nebraska,Custer,retail_rec,1,-33.0
Nebraska,Custer,groc_pharm,0,-14.0
Nebraska,Custer,parks,0,
Nebraska,Custer,transit,0,
Nebraska,Custer,work,0,-14.0
Nebraska,Custer,home,0,
Nebraska,Dakota,retail_rec,1,-10.0
Nebraska,Dakota,groc_pharm,1,7.0
Nebraska,Dakota,parks,0,
Nebraska,Dakota,transit,0,
Nebraska,Dakota,work,1,-23.0
Nebraska,Dakota,home,0,1.0
Nebraska,Dawes,retail_rec,1,-26.0
Nebraska,Dawes,groc_pharm,0,
Nebraska,Dawes,parks,0,
Nebraska,Dawes,transit,0,
Nebraska,Dawes,work,0,-30.0
Nebraska,Dawes,home,0,
Nebraska,Dawson,retail_rec,1,-19.0
Nebraska,Dawson,groc_pharm,1,3.0
Nebraska,Dawson,parks,0,
Nebraska,Dawson,transit,0,
Nebraska,Dawson,work,1,-12.0
Nebraska,Dawson,home,0,-2.0
Nebraska,Deuel,retail_rec,0,
Nebraska,Deuel,groc_pharm,0,
Nebraska,Deuel,parks,0,
Nebraska,Deuel,transit,1,-5.0
Nebraska,Deuel,work,0,
Nebraska,Deuel,home,0,
Nebraska,Dixon,retail_rec,0,
Nebraska,Dixon,groc_pharm,0,
Nebraska,Dixon,parks,0,
Nebraska,Dixon,transit,0,
Nebraska,Dixon,work,0,-25.0
Nebraska,Dixon,home,0,
Nebraska,Dodge,retail_rec,1,-21.0
Nebraska,Dodge,groc_pharm,1,-5.0
Nebraska,Dodge,parks,0,
Nebraska,Dodge,transit,0,-2.0
Nebraska,Dodge,work,1,-22.0
Nebraska,Dodge,home,0,13.0
Nebraska,Douglas,retail_rec,1,-41.0
Nebraska,Douglas,groc_pharm,1,-7.0
Nebraska,Douglas,parks,1,55.0
Nebraska,Douglas,transit,1,-38.0
Nebraska,Douglas,work,1,-30.0
Nebraska,Douglas,home,1,9.0
Nebraska,Fillmore,retail_rec,0,
Nebraska,Fillmore,groc_pharm,0,
Nebraska,Fillmore,parks,0,
Nebraska,Fillmore,transit,0,
Nebraska,Fillmore,work,0,-20.0
Nebraska,Fillmore,home,0,
Nebraska,Gage,retail_rec,1,-22.0
Nebraska,Gage,groc_pharm,1,6.0
Nebraska,Gage,parks,0,
Nebraska,Gage,transit,0,
Nebraska,Gage,work,1,-21.0
Nebraska,Gage,home,0,1.0
Nebraska,Hall,retail_rec,1,-35.0
Nebraska,Hall,groc_pharm,1,-20.0
Nebraska,Hall,parks,0,
Nebraska,Hall,transit,1,-15.0
Nebraska,Hall,work,1,-26.0
Nebraska,Hall,home,0,12.0
Nebraska,Hamilton,retail_rec,0,-58.0
Nebraska,Hamilton,groc_pharm,0,
Nebraska,Hamilton,parks,0,
Nebraska,Hamilton,transit,1,-6.0
Nebraska,Hamilton,work,0,-22.0
Nebraska,Hamilton,home,0,
Nebraska,Holt,retail_rec,0,-20.0
Nebraska,Holt,groc_pharm,1,6.0
Nebraska,Holt,parks,0,
Nebraska,Holt,transit,0,
Nebraska,Holt,work,0,-9.0
Nebraska,Holt,home,0,
Nebraska,Howard,retail_rec,0,
Nebraska,Howard,groc_pharm,0,
Nebraska,Howard,parks,0,
Nebraska,Howard,transit,0,
Nebraska,Howard,work,0,-21.0
Nebraska,Howard,home,0,
Nebraska,Jefferson,retail_rec,1,-13.0
Nebraska,Jefferson,groc_pharm,0,
Nebraska,Jefferson,parks,0,
Nebraska,Jefferson,transit,0,
Nebraska,Jefferson,work,0,-22.0
Nebraska,Jefferson,home,0,
Nebraska,Kearney,retail_rec,0,
Nebraska,Kearney,groc_pharm,0,
Nebraska,Kearney,parks,0,
Nebraska,Kearney,transit,0,
Nebraska,Kearney,work,0,-29.0
Nebraska,Kearney,home,0,
Nebraska,Keith,retail_rec,1,-31.0
Nebraska,Keith,groc_pharm,0,-20.0
Nebraska,Keith,parks,0,
Nebraska,Keith,transit,0,14.0
Nebraska,Keith,work,0,-26.0
Nebraska,Keith,home,0,
Nebraska,Kimball,retail_rec,0,
Nebraska,Kimball,groc_pharm,0,
Nebraska,Kimball,parks,0,
Nebraska,Kimball,transit,0,
Nebraska,Kimball,work,0,-41.0
Nebraska,Kimball,home,0,
Nebraska,Knox,retail_rec,0,
Nebraska,Knox,groc_pharm,0,
Nebraska,Knox,parks,0,
Nebraska,Knox,transit,0,
Nebraska,Knox,work,0,-25.0
Nebraska,Knox,home,0,
Nebraska,Lancaster,retail_rec,1,-39.0
Nebraska,Lancaster,groc_pharm,1,-19.0
Nebraska,Lancaster,parks,1,156.0
Nebraska,Lancaster,transit,1,-18.0
